id,name,name_en,name_ko,name_ja
2932,Arta Region,Arta Region,아르타 지역,アルタ地域
2930,Dikhil Region,Dikhil Region,Dikhil 지역,ディキル地域
2929,Djibouti,Djibouti,지부티,djibouti
2928,Obock Region,Obock Region,Obock 지역,オボック地域
2931,Tadjourah Region,Tadjourah Region,타도르 지역,タジュラ地域
4082,Saint Andrew Parish,Saint Andrew Parish,세인트 앤드류 교구,聖アンドリュー教区
4078,Saint David Parish,Saint David Parish,세인트 데이비드 교구,セントデイビッド教区
4079,Saint George Parish,Saint George Parish,세인트 조지 교구,聖ジョージ教区
4076,Saint John Parish,Saint John Parish,세인트 존 교구,セントジョン教区
4085,Saint Joseph Parish,Saint Joseph Parish,세인트 조셉 교구,聖ジョセフ教区
4083,Saint Luke Parish,Saint Luke Parish,세인트 루크 교구,聖ルーク教区
4077,Saint Mark Parish,Saint Mark Parish,세인트 마크 교구,聖マーク教区
4080,Saint Patrick Parish,Saint Patrick Parish,세인트 패트릭 교구,聖パトリック教区
4084,Saint Paul Parish,Saint Paul Parish,세인트 폴 교구,セントポール教区
4081,Saint Peter Parish,Saint Peter Parish,세인트 피터 교구,聖ペテロ教区
4114,Azua Province,Azua Province,아즈아 지방,アズア州
4105,Baoruco Province,Baoruco Province,바오루코 지방,バオルコ州
4090,Barahona Province,Barahona Province,바라호나 지방,バラホナ州
4107,Dajabón Province,Dajabón Province,다자바 른 지방,ダジャボン州
4095,Distrito Nacional,Distrito Nacional,Distrito Nacional,分配
4113,Duarte Province,Duarte Province,Duarte 지방,ドゥアルテ州
4086,El Seibo Province,El Seibo Province,엘 세이보 지방,エル・セイボ州
4102,Espaillat Province,Espaillat Province,Espaillat 지방,espaillat州
4106,Hato Mayor Province,Hato Mayor Province,하토 시장,ハト市長州
4089,Hermanas Mirabal Province,Hermanas Mirabal Province,Hermanas Mirabal 지방,ヘルマナスミラバル州
4097,Independencia,Independencia,독립,インディペンディンシア
4109,La Altagracia Province,La Altagracia Province,La Altagracia 지방,La Altagracia州
4087,La Romana Province,La Romana Province,라 로마나 지방,ラロマナ州
4116,La Vega Province,La Vega Province,라 베가 지방,ラベガ州
4094,María Trinidad Sánchez Province,María Trinidad Sánchez Province,마리아 트리니다드 산체스 주,マリアトリニダードサンチェス州
4099,Monseñor Nouel Province,Monseñor Nouel Province,Monseñor Nouel 지방,MonseñorNouel州
4115,Monte Cristi Province,Monte Cristi Province,몬테 크리스티 주,モンテクリスティ州
4111,Monte Plata Province,Monte Plata Province,몬테 플라 타 지방,モンテプラタ州
4101,Pedernales Province,Pedernales Province,Pedernales Province,Pedernales州
4096,Peravia Province,Peravia Province,페라비아 지방,ペラビア州
4092,Puerto Plata Province,Puerto Plata Province,푸에르토 플라 타 지방,プエルトプラタ州
4103,Samaná Province,Samaná Province,사마 나 지방,サマナ州
4091,San Cristóbal Province,San Cristóbal Province,산 크리스토발성,サンクリストバル州
4112,San José de Ocoa Province,San José de Ocoa Province,San José de Ocoa 지방,サンホセ・デ・オコア州
4098,San Juan Province,San Juan Province,산 후안 지방,サンファン州
4110,San Pedro de Macorís,San Pedro de Macorís,San Pedro de Macorís,サンペドロデマコリーズ
4088,Sánchez Ramírez Province,Sánchez Ramírez Province,산체스 라미레즈 주,サンチェスラミレス州
4108,Santiago Province,Santiago Province,산티아고 지방,サンティアゴ州
4100,Santiago Rodríguez Province,Santiago Rodríguez Province,산티아고 로드리게즈 주,サンティアゴ・ロドリゲス州
4093,Santo Domingo Province,Santo Domingo Province,산토 도밍고 지방,サントドミンゴ州
4104,Valverde Province,Valverde Province,Valverde 지방,バルベルデ州
4520,Aileu municipality,Aileu municipality,아일루 지방 자치 단체,Aileu自治体
4518,Ainaro Municipality,Ainaro Municipality,Ainaro 지방 자치 단체,アイナロ市
4521,Baucau Municipality,Baucau Municipality,바우 카카 지방 자치 단체,バウカウ市
4525,Bobonaro Municipality,Bobonaro Municipality,보보 나로 지방 자치 단체,ボボナロ市
4522,Cova Lima Municipality,Cova Lima Municipality,코바 리마 지방 자치 단체,Cova Lima自治体
4524,Dili municipality,Dili municipality,딜리 지방 자치 단체,ディリ市
4516,Ermera District,Ermera District,에르메라 지구,エルメラ地区
4523,Lautém Municipality,Lautém Municipality,Lautém 지방 자치 단체,Lautém自治体
4515,Liquiçá Municipality,Liquiçá Municipality,Liquiçá 지방 자치 단체,リキサ市
4517,Manatuto District,Manatuto District,마나 투토 지구,マナトゥート地区
4519,Manufahi Municipality,Manufahi Municipality,Manufahi 지방 자치 단체,マヌファヒ市
4514,Viqueque Municipality,Viqueque Municipality,Viqueque 지방 자치 단체,Viqueque自治体
2923,Azuay,Azuay,Azuay,アズエイ
2920,Bolívar,Bolívar,볼리 바르,ボリバル
2917,Cañar,Cañar,cañar,カニャー
2915,Carchi,Carchi,카르 치,カルチ
2925,Chimborazo,Chimborazo,Chimborazo,チンボラゾ
2921,Cotopaxi,Cotopaxi,cotopaxi,Cotopaxi
2924,El Oro,El Oro,엘 오로,エルオロ
2922,Esmeraldas,Esmeraldas,에스메달다,エスメラルダ
2905,Galápagos,Galápagos,갈라파고스,ガラパゴス
2914,Guayas,Guayas,과야 스,グアヤス
2911,Imbabura,Imbabura,임바 버라,インバブラ
5068,Loja,Loja,로자,ロジャ
2910,Los Ríos,Los Ríos,로스 리오스,ロスリオス
2913,Manabí,Manabí,마나비,マナビ
2918,Morona-Santiago,Morona-Santiago,모로나-산티아고,モロナ・サンティアゴ
2916,Napo,Napo,나포,ナポ
2926,Orellana,Orellana,오렐라나,オレラナ
2907,Pastaza,Pastaza,파스타자,パスタザ
2927,Pichincha,Pichincha,피신 차,ピチンチャ
2912,Santa Elena,Santa Elena,산타 엘레나,サンタエレナ
2919,Santo Domingo de los Tsáchilas,Santo Domingo de los Tsáchilas,산토 도밍고 드 로스 타사,サント・ドミンゴ・デ・ロス・ツァーチーラス
2906,Sucumbíos,Sucumbíos,sucumbíos,susumbíos
2908,Tungurahua,Tungurahua,툰구라 후아,ツングラワ
2909,Zamora Chinchipe,Zamora Chinchipe,Zamora Chinchipe,Zamora Chinchipe
3235,Alexandria,Alexandria,알렉산드리아,アレクサンドリア
3225,Aswan,Aswan,아스완,アスワン
3236,Asyut,Asyut,asyut,asyut
3241,Beheira,Beheira,Beheira,Beeira
3230,Beni Suef,Beni Suef,Beni Suef,ベニスフ
3223,Cairo,Cairo,카이로,カイロ
3245,Dakahlia,Dakahlia,다갈리아,ダカリア
3224,Damietta,Damietta,DAMIETTA,ダミエッタ
3238,Faiyum,Faiyum,Faiyum,faiyum
3234,Gharbia,Gharbia,가르 비아,ガルビア
3239,Giza,Giza,기자,ギザ
3244,Ismailia,Ismailia,이스마일 리아,イスマイリア
3222,Kafr el-Sheikh,Kafr el-Sheikh,카프 엘 셰이크,Kafr El-Sheikh
3242,Luxor,Luxor,룩소르,ルクソール
3231,Matrouh,Matrouh,Matrouh,マトロウ
3243,Minya,Minya,미야,ミンヤ
3228,Monufia,Monufia,Monufia,モヌフィア
3246,New Valley,New Valley,뉴 밸리,新しい谷
3227,North Sinai,North Sinai,북부 시나이,北シナイ
3229,Port Said,Port Said,포트가 말했다,ポートは言いました
3232,Qalyubia,Qalyubia,Qalyubia,Qalyubia
3247,Qena,Qena,Qena,Qena
3240,Red Sea,Red Sea,홍해,紅海
5067,Sharqia,Sharqia,샤키아,シャルチア
3226,Sohag,Sohag,Sohag,sohag
3237,South Sinai,South Sinai,사우스 시나이,南シナイ
3233,Suez,Suez,수에즈,スエズ
4139,Ahuachapán Department,Ahuachapán Department,Ahuachapán 부서,アフアハパン部門
4132,Cabañas Department,Cabañas Department,카바 냐스 부서,カバニャス部門
4131,Chalatenango Department,Chalatenango Department,칼라 테 나고 (Chalatenango) 부서,チャラテナンゴ部門
4137,Cuscatlán Department,Cuscatlán Department,Cuscatlán 부서,Cuscatlán部門
4134,La Libertad Department,La Libertad Department,La Libertad 부서,LA LIBERTAD部門
4136,La Paz Department,La Paz Department,La Paz 부서,ラパス部門
4138,La Unión Department,La Unión Department,La Unión 부서,ラ・ユニオン部門
4130,Morazán Department,Morazán Department,Morazán 부서,モラザン部門
4135,San Miguel Department,San Miguel Department,산 미겔 부서,サンミゲル局
4133,San Salvador Department,San Salvador Department,산 살바도르 부서,サンサルバドル局
4127,San Vicente Department,San Vicente Department,San Vicente Department,サンビセンテ部門
4128,Santa Ana Department,Santa Ana Department,산타 아나 부서,サンタアナ部門
4140,Sonsonate Department,Sonsonate Department,Sonsonate 부서,サンソン酸塩部
4129,Usulután Department,Usulután Department,Usulután 부서,ウルタン部門
3444,Annobón Province,Annobón Province,Annobón Province,アノボン州
3446,Bioko Norte Province,Bioko Norte Province,Bioko Norte 지방,Bioko Norte州
3443,Bioko Sur Province,Bioko Sur Province,Bioko Sur Province,Bioko Sur州
3445,Centro Sur Province,Centro Sur Province,Centro Sur Province,Centro Sur州
3442,Insular Region,Insular Region,절연 영역,島領域
3439,Kié-Ntem Province,Kié-Ntem Province,Kié-Ntem 지방,Kié-ntem州
3441,Litoral Province,Litoral Province,litoral 지방,臨床州
3438,Río Muni,Río Muni,리오 무니,リオ・ムニ
3440,Wele-Nzas Province,Wele-Nzas Province,웰 앤 자스 지방,Wele-nzas州
3425,Anseba Region,Anseba Region,안세 바 지역,アンセバ地域
3427,Debub Region,Debub Region,디브 지역,デバブ地域
3428,Gash-Barka Region,Gash-Barka Region,가슈-바르카 지역,ガッシュバルカ地域
3426,Maekel Region,Maekel Region,Maekel 지역,メーケル地域
3424,Northern Red Sea Region,Northern Red Sea Region,북부 홍해 지역,北紅海地域
3429,Southern Red Sea Region,Southern Red Sea Region,남부 홍해 지역,南部の紅海地域
3567,Harju County,Harju County,하르 주 카운티,ハルジュ郡
3555,Hiiu County,Hiiu County,Hiiu 카운티,hiiu郡
3569,Ida-Viru County,Ida-Viru County,Ida-Viru 카운티,Ida-Viru郡
3566,Järva County,Järva County,Järva 카운티,イェルヴァ郡
3565,Jõgeva County,Jõgeva County,"J, j, gegeva 카운티",Jıgeva郡
3568,Lääne County,Lääne County,Lääne 카운티,レア郡
3564,Lääne-Viru County,Lääne-Viru County,Lääne-Viru 카운티,Lääne-Viru郡
3562,Pärnu County,Pärnu County,Pärnu 카운티,ペルヌ郡
3563,Põlva County,Põlva County,Põlva 카운티,PõLVA郡
3559,Rapla County,Rapla County,랩라 카운티,ラプラ郡
3561,Saare County,Saare County,Saare 카운티,サーア郡
3557,Tartu County,Tartu County,타르투 카운티,タルトゥ郡
3558,Valga County,Valga County,발가 카운티,バルガ郡
3556,Viljandi County,Viljandi County,빌잔디 카운티,ビルジャンディ郡
3560,Võru County,Võru County,Võru 카운티,võru郡
11,Addis Ababa,Addis Ababa,아디스 아바바,アディスアベバ
6,Afar Region,Afar Region,멀리 떨어진 지역,AFAR地域
3,Amhara Region,Amhara Region,암하라 지역,アムハラ地域
9,Benishangul-Gumuz Region,Benishangul-Gumuz Region,Benishangul-Gumuz 지역,Benishangul-Gumuz地​​域
8,Dire Dawa,Dire Dawa,Dawa,DIRE DAWA
10,Gambela Region,Gambela Region,gambela 지역,ガンベラ地域
7,Harari Region,Harari Region,하라리 지역,ハラリ地域
5,Oromia Region,Oromia Region,오로 미아 지역,オロミア地域
2,Somali Region,Somali Region,소말리아 지역,ソマリア地域
1,"Southern Nations, Nationalities, and Peoples' Region","Southern Nations, Nationalities, and Peoples' Region","남부 국가, 국적 및 민족 지역",南部、国籍、人々の地域
4,Tigray Region,Tigray Region,티 그레이 지역,ティグレイ地域
1917,Ba,Ba,바,ba
1930,Bua,Bua,부아,ブア
1924,Cakaudrove,Cakaudrove,Cakaudrove,Cakaudrove
1929,Central Division,Central Division,중앙 부서,中央部
1932,Eastern Division,Eastern Division,동부 사업부,東部
1934,Kadavu,Kadavu,카다 부,カダブ
1933,Lau,Lau,라우,ラウ
1916,Lomaiviti,Lomaiviti,로마 바이비 티,lomaiviti
1922,Macuata,Macuata,마쿠타,macuata
1919,Nadroga-Navosa,Nadroga-Navosa,Nadroga-Navosa,ナドロガ・ナボサ
1927,Naitasiri,Naitasiri,나이 타시리,ナイタシリ
1928,Namosi,Namosi,나모시,ナモシ
1921,Northern Division,Northern Division,북부 사단,北部部門
1926,Ra,Ra,라,ra
1920,Rewa,Rewa,Rewa,rewa
1931,Rotuma,Rotuma,로 누마,rotuma
1925,Serua,Serua,세루아,serua
1918,Tailevu,Tailevu,꼬리,テールブ
1923,Western Division,Western Division,서부 사단,西部師団
1509,Åland Islands,Åland Islands,Åland Islands,オーランド諸島
1511,Central Finland,Central Finland,중앙 핀란드,セントラルフィンランド
1494,Central Ostrobothnia,Central Ostrobothnia,중앙 오스트로 보스 니아,中央オストボスニア
1507,Finland Proper,Finland Proper,핀란드 적절한,フィンランド適切
1496,Kainuu,Kainuu,카이 누우,カヌー
1512,Kymenlaakso,Kymenlaakso,Kymenlaakso,Kymenlaakso
1500,Lapland,Lapland,라플란드,ラップランド
1504,North Karelia,North Karelia,노스 카렐 리아,ノースカレリア
1505,Northern Ostrobothnia,Northern Ostrobothnia,북부 오스트로 보스 니아,北オストボスニア
1503,Northern Savonia,Northern Savonia,북부 사보니아,北サヴォニア
1508,Ostrobothnia,Ostrobothnia,Ostrobothnia,オストボスニア
1502,Päijänne Tavastia,Päijänne Tavastia,Päijänne Tavastia,パイジェーン・タバスティア
1506,Pirkanmaa,Pirkanmaa,피크 칸마,ピルカンマ
1501,Satakunta,Satakunta,Satakunta,サタクンタ
1497,South Karelia,South Karelia,사우스 카렐 리아,南カレリア
1498,Southern Ostrobothnia,Southern Ostrobothnia,남부 오스트로 보스 니아,南オストボスニア
1495,Southern Savonia,Southern Savonia,남부 사보니아,サボニア南部
1493,Tavastia Proper,Tavastia Proper,Tavastia 적절합니다,タバスティア適切
1510,Uusimaa,Uusimaa,uusimaa,uusimaa
4967,Ain,Ain,ain,ain
4968,Aisne,Aisne,아 이스네,アイスネ
4969,Allier,Allier,Allier,アリエ
4970,Alpes-de-Haute-Provence,Alpes-de-Haute-Provence,Alpes-de-Haute 프로방스,Alpes-de-haute-provence
4972,Alpes-Maritimes,Alpes-Maritimes,Alpes-Maritimes,アルペス婚
4811,Alsace,Alsace,알자스,アルザス
4973,Ardèche,Ardèche,Ardèche,アルデーチ
4974,Ardennes,Ardennes,Ardennes,アーデンズ
4975,Ariège,Ariège,Ariège,アリジュ
4976,Aube,Aube,aube,aube
4977,Aude,Aude,아우드,aude
4798,Auvergne-Rhône-Alpes,Auvergne-Rhône-Alpes,Auvergne-Rhône-Alpes,auvergne-rhône-alpes
4978,Aveyron,Aveyron,Aveyron,AVEYRON
5035,Bas-Rhin,Bas-Rhin,Bas-Rhin,bas-rhin
4979,Bouches-du-Rhône,Bouches-du-Rhône,Bouches-du-rhône,Bouches-du-rhône
4825,Bourgogne-Franche-Comté,Bourgogne-Franche-Comté,부르고네-프랜차 콤테,Bourgogne-franche-comté
4807,Bretagne,Bretagne,브레타그네,ブルタニュ
4981,Calvados,Calvados,칼바도스,カルバドス
4982,Cantal,Cantal,멜트,カンター
4818,Centre-Val de Loire,Centre-Val de Loire,센터 밸브 드로이어,センターバルドロワール
4983,Charente,Charente,Charente,チャレンテ
4984,Charente-Maritime,Charente-Maritime,Charente-Maritime,Charente-Maritime
4985,Cher,Cher,cher,シェール
5064,Clipperton,Clipperton,Clipperton,クリッパートン
4986,Corrèze,Corrèze,Corrèze,コリズ
4806,Corse,Corse,코스,Corse
4996,Corse-du-Sud,Corse-du-Sud,Corse-Du-Sud,corse-du-sud
4987,Côte-d'Or,Côte-d'Or,코트-다이어,コートドール
4988,Côtes-d'Armor,Côtes-d'Armor,코트 드 아르 모르,Côtes-D'armor
4989,Creuse,Creuse,크레오스,クルーゼ
5047,Deux-Sèvres,Deux-Sèvres,deux-sèvres,Deux-Sèvres
4990,Dordogne,Dordogne,도르고른,ドルドーニン
4991,Doubs,Doubs,의심,ダブ
4992,Drôme,Drôme,Drôme,ドローム
5059,Essonne,Essonne,에손,エソンヌ
4993,Eure,Eure,eure,eure
4994,Eure-et-Loir,Eure-et-Loir,eure-et-loir,eure-et-loir
4995,Finistère,Finistère,Finistère,Finistère
4822,French Guiana,French Guiana,프랑스 기아나,フランスのギアナ
4824,French Polynesia,French Polynesia,프랑스 령 폴리네시아의,フランス領ポリネシア
5065,French Southern and Antarctic Lands,French Southern and Antarctic Lands,프랑스 남부 및 남극 토지,フランスの南部と南極の土地
4998,Gard,Gard,가드,ガード
5000,Gers,Gers,Gers,ガース
5001,Gironde,Gironde,지 론데,ジロンデ
4820,Grand-Est,Grand-Est,웅장한,グランドエスト
4829,Guadeloupe,Guadeloupe,과드루프,グアドループ
5036,Haut-Rhin,Haut-Rhin,Haut-Rhin,haut-rhin
4997,Haute-Corse,Haute-Corse,오트 코스,オートコース
4999,Haute-Garonne,Haute-Garonne,오트 가론,オート・ガロン
5011,Haute-Loire,Haute-Loire,오트 로이어,オート・ロワール
5020,Haute-Marne,Haute-Marne,오트 마른,オートマーン
5039,Haute-Saône,Haute-Saône,오트 씨,オート・ソーヌ
5043,Haute-Savoie,Haute-Savoie,오트-사보,オート・サヴォイ
5055,Haute-Vienne,Haute-Vienne,오트 비엔,オート・ヴィエンヌ
4971,Hautes-Alpes,Hautes-Alpes,Hautes-Alpes,hautes-alpes
5033,Hautes-Pyrénées,Hautes-Pyrénées,Hautes-Pyrénées,hautes-pyrénées
4828,Hauts-de-France,Hauts-de-France,Hauts-de-france,hauts-de-france
5060,Hauts-de-Seine,Hauts-de-Seine,Hauts-de-seine,hauts-de-seine
5002,Hérault,Hérault,Hérault,ヘラルト
4796,Île-de-France,Île-de-France,île-de-france,hele-de-france
5003,Ille-et-Vilaine,Ille-et-Vilaine,ille-et-vilaine,Ille-et-vilaine
5004,Indre,Indre,인드레,インドレ
5005,Indre-et-Loire,Indre-et-Loire,Indre-et-loire,indre-et-loire
5006,Isère,Isère,Isère,イゼール
5007,Jura,Jura,Jura,ジュラ
4823,La Réunion,La Réunion,La Réunion,ラ・レニオン
5008,Landes,Landes,Landes,土地
5009,Loir-et-Cher,Loir-et-Cher,loir-et-cher,loir-et-cher
5010,Loire,Loire,Loire,ロワール
5012,Loire-Atlantique,Loire-Atlantique,Loire-Atlantique,loire-atlantique
5013,Loiret,Loiret,LOIRET,ロイレット
5014,Lot,Lot,많은,多く
5015,Lot-et-Garonne,Lot-et-Garonne,Lot-et-Garonne,Lot-et-Garonne
5016,Lozère,Lozère,Lozère,ロゼール
5017,Maine-et-Loire,Maine-et-Loire,메인-로이어,メイン・エット・ロワール
5018,Manche,Manche,만치,マンチェ
5019,Marne,Marne,마른,マルン
4827,Martinique,Martinique,마르티니크,マルティニーク
5021,Mayenne,Mayenne,Mayenne,マイエンヌ
4797,Mayotte,Mayotte,Mayotte,マヨット
5038,Métropole de Lyon,Métropole de Lyon,메트로폴 드 리옹,メトロポール・ド・リヨン
5022,Meurthe-et-Moselle,Meurthe-et-Moselle,Meurthe-et-Moselle,Meurthe-et-moselle
5023,Meuse,Meuse,멕,ムーズ
5024,Morbihan,Morbihan,Morbihan,モルビハン
5025,Moselle,Moselle,모젤 강,モーゼル
5026,Nièvre,Nièvre,nièvre,nièvre
5027,Nord,Nord,노드,ノード
4804,Normandie,Normandie,노르망디,ノルマンディー
4795,Nouvelle-Aquitaine,Nouvelle-Aquitaine,Nouvelle-Aquitaine,ヌーヴェル・アキテーヌ
4799,Occitanie,Occitanie,Occitanie,オキタニー
5028,Oise,Oise,OISE,oise
5029,Orne,Orne,오네,オーン
4816,Paris,Paris,파리,パリ
5030,Pas-de-Calais,Pas-de-Calais,pas-de-calais,Pas-de-calais
4802,Pays-de-la-Loire,Pays-de-la-Loire,지불-라-로이어를 지불합니다,Pays-de-la-loire
4812,Provence-Alpes-Côte-d’Azur,Provence-Alpes-Côte-d’Azur,Provence-Alpes-Côte-d'azur,Provence-Alpes-CôteD’Azur
5031,Puy-de-Dôme,Puy-de-Dôme,Puy-de-dôme,Puy-de-dôme
5032,Pyrénées-Atlantiques,Pyrénées-Atlantiques,Pyrénées-Atlantiques,Pyrénées-Atlantiques
5034,Pyrénées-Orientales,Pyrénées-Orientales,Pyrénées-Orientales,Pyrénées-Orientales
5037,Rhône,Rhône,론,ローヌ
4821,Saint Pierre and Miquelon,Saint Pierre and Miquelon,세인트 피에르와 미 킬론,聖ピエールとミケロン
4794,Saint-Barthélemy,Saint-Barthélemy,생 바르테 ​​레미,聖バルテーレミー
4809,Saint-Martin,Saint-Martin,생마틴,サンマーチン
5040,Saône-et-Loire,Saône-et-Loire,Saône-et-loire,Saône-et-loire
5041,Sarthe,Sarthe,사르 테,sarthe
5042,Savoie,Savoie,사보이,サヴォイ
5045,Seine-et-Marne,Seine-et-Marne,Seine-et-Marne,Seine-Et-Marne
5044,Seine-Maritime,Seine-Maritime,세인 마리 타임,セーヌ・マリットタイム
5061,Seine-Saint-Denis,Seine-Saint-Denis,Seine-Saint-Denis,Seine-Saint-denis
5048,Somme,Somme,솜,ソンム
5049,Tarn,Tarn,작은 호수,ターン
5050,Tarn-et-Garonne,Tarn-et-Garonne,Tarn-et-Garonne,tarn-et-garonne
5058,Territoire de Belfort,Territoire de Belfort,Territoire de Belfort,テリトワール・デ・ベルフォート
5063,Val-d'Oise,Val-d'Oise,Val-D'oise,val-d'oise
5062,Val-de-Marne,Val-de-Marne,Val-de-marne,val-de-marne
5051,Var,Var,var,var
5052,Vaucluse,Vaucluse,vaucluse,ヴォークリューズ
5053,Vendée,Vendée,사는 사람,ヴェンデ
5054,Vienne,Vienne,비엔,ウィーン
5056,Vosges,Vosges,Vosges,voseges
4810,Wallis and Futuna,Wallis and Futuna,Wallis와 Futuna,ウォリスとフトゥナ
5057,Yonne,Yonne,요네,ヨンヌ
5046,Yvelines,Yvelines,이벨린,Yvelines
2727,Estuaire Province,Estuaire Province,Estuaire 지방,エステア州
2726,Haut-Ogooué Province,Haut-Ogooué Province,Haut-Ogooué 지방,haut-ogoué州
2730,Moyen-Ogooué Province,Moyen-Ogooué Province,Moyen-Ogooué 지방,モエン・オオウエ州
2731,Ngounié Province,Ngounié Province,Ngounié 지방,ngounié州
2725,Nyanga Province,Nyanga Province,Nyanga 지방,ニャンガ州
2724,Ogooué-Ivindo Province,Ogooué-Ivindo Province,Ogooué-Ivindo 지방,ogooué-ivindo州
2729,Ogooué-Lolo Province,Ogooué-Lolo Province,Ogooué-Lolo Province,ogooué-lolo州
2728,Ogooué-Maritime Province,Ogooué-Maritime Province,Ogooué-Maritime 지방,ogooué-maritime州
2723,Woleu-Ntem Province,Woleu-Ntem Province,Woleu-Ntem 지방,Woleu-ntem州
2666,Banjul,Banjul,밴 줄,バンジュル
2669,Central River Division,Central River Division,센트럴 리버 디비전,セントラルリバーディビジョン
2670,Lower River Division,Lower River Division,하위 강 사업,ローワー川師団
2671,North Bank Division,North Bank Division,노스 뱅크 디비전,ノースバンク部門
2668,Upper River Division,Upper River Division,어퍼 리버 디비전,アッパーリバーディビジョン
2667,West Coast Division,West Coast Division,서해안 사업부,西海岸部
900,Adjara,Adjara,Adjara,アジャラ
901,Autonomous Republic of Abkhazia,Autonomous Republic of Abkhazia,압장 자치 공화국,アブハジア自治共和国
907,Guria,Guria,구리아,グル
905,Imereti,Imereti,Imereti,イメレティ
910,Kakheti,Kakheti,카 케티,カケティ
897,Khelvachauri Municipality,Khelvachauri Municipality,khelvachauri 지방 자치 단체,ケルバチャウリ市
904,Kvemo Kartli,Kvemo Kartli,KVEMO KARTLI,Kvemo Kartli
902,Mtskheta-Mtianeti,Mtskheta-Mtianeti,Mtskheta-mtianeti,mtskheta-mtianeti
909,Racha-Lechkhumi and Kvemo Svaneti,Racha-Lechkhumi and Kvemo Svaneti,Racha-Lechkhumi와 Kvemo Svaneti,Racha-LechkhumiとKvemo Svaneti
908,Samegrelo-Zemo Svaneti,Samegrelo-Zemo Svaneti,Samegrelo-Zemo Svaneti,Samegrelo-Zemo Svaneti
906,Samtskhe-Javakheti,Samtskhe-Javakheti,Samtskhe-Javakheti,samtskhe-javakheti
898,Senaki Municipality,Senaki Municipality,센나키 지방 자치 단체,セナキ自治体
903,Shida Kartli,Shida Kartli,Shida Kartli,Shida Kartli
899,Tbilisi,Tbilisi,tbilisi,tbilisi
3006,Baden-Württemberg,Baden-Württemberg,Baden-Württemberg,バーデン・ヴュルテンベルク
3009,Bavaria,Bavaria,바이에른,ババリア
3010,Berlin,Berlin,베를린,ベルリン
3013,Brandenburg,Brandenburg,브란덴부르크,ブランデンブルク
3014,Bremen,Bremen,브레멘,ブレーメン
3016,Hamburg,Hamburg,함부르크,ハンブルク
3018,Hesse,Hesse,헤세,ヘッセ
3008,Lower Saxony,Lower Saxony,더 낮은 색슨 슨,下のザクセン
3007,Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Mecklenburg-Vorpommern
3017,North Rhine-Westphalia,North Rhine-Westphalia,노스 라인-웨스트 팔리 아,北ラインヴェストファリア
3019,Rhineland-Palatinate,Rhineland-Palatinate,라인 랜드-팔라 티 네이트,ラインランドパラチン
3020,Saarland,Saarland,사르 랜드,サーランド
3021,Saxony,Saxony,색스니 털실,ザクセン
3011,Saxony-Anhalt,Saxony-Anhalt,작센-애할트,ザクセン・アンハルト
3005,Schleswig-Holstein,Schleswig-Holstein,Schleswig-Holstein,シュレスウィッグホルシュタイン
3015,Thuringia,Thuringia,Thuringia,thuringia
53,Ahafo,Ahafo,아하포,ahafo
48,Ashanti,Ashanti,아 얀티,アシャンティ
4959,Bono,Bono,보노,ボノ
4958,Bono East,Bono East,보노 이스트,ボノイースト
52,Central,Central,본부,中央
50,Eastern,Eastern,동부,東部
54,Greater Accra,Greater Accra,더 큰 아크라,グレーターアクラ
4960,North East,North East,북동부,北東
51,Northern,Northern,북부 사투리,北部
4961,Oti,Oti,오티,oti
4962,Savannah,Savannah,사바나,サバンナ
55,Upper East,Upper East,어퍼 이스트,アッパーイースト
57,Upper West,Upper West,어퍼 웨스트,アッパーウェスト
56,Volta,Volta,볼타,Volta
49,Western,Western,서부 사람,西
4963,Western North,Western North,서부 북,西部北
2116,Achaea Regional Unit,Achaea Regional Unit,Achaea 지역 단위,ACHAEA地域ユニット
2123,Aetolia-Acarnania Regional Unit,Aetolia-Acarnania Regional Unit,Aetolia-Acarnania 지역 단위,Aetolia-Acarnania地域ユニット
2098,Arcadia Prefecture,Arcadia Prefecture,아카디아 현,アルカディア県
2105,Argolis Regional Unit,Argolis Regional Unit,Argolis 지역 단위,アルゴリス地域ユニット
2122,Attica Region,Attica Region,Attica 지역,アッティカ地域
2126,Boeotia Regional Unit,Boeotia Regional Unit,Boeotia 지역 단위,Boeotia地域ユニット
2128,Central Greece Region,Central Greece Region,중앙 그리스 지역,中央ギリシャ地域
2125,Central Macedonia,Central Macedonia,중앙 마케도니아,中央マケドニア
2115,Chania Regional Unit,Chania Regional Unit,Chania 지역 단위,チャニア地域ユニット
2124,Corfu Prefecture,Corfu Prefecture,코르푸 현,コルフ県
2129,Corinthia Regional Unit,Corinthia Regional Unit,코린티아 지역 단위,コリンシア地域ユニット
2109,Crete Region,Crete Region,크레타 지역,クレタ島地域
2130,Drama Regional Unit,Drama Regional Unit,드라마 지역 단위,ドラマ地域ユニット
2120,East Attica Regional Unit,East Attica Regional Unit,이스트 아티카 지역 단위,イーストアッティカ地域ユニット
2117,East Macedonia and Thrace,East Macedonia and Thrace,이스트 마케도니아와 트라크,イーストマケドニアとトラス
2110,Epirus Region,Epirus Region,에피 루스 지역,エピロス地域
2101,Euboea,Euboea,Euboea,Euboea
2102,Grevena Prefecture,Grevena Prefecture,Grevena 현,グレベナ県
